drivetrain,mpg,fuel_type,mileage,price,brand,year,engine_size,cylinders,transmission_type,gears,boost,model,price_log,boost_supercharged,boost_turbo,transmission_type_manual,brand_BMW,brand_Merc,fuel_type_Electric,fuel_type_Gasoline,fuel_type_Hybrid,drivetrain_FWD,drivetrain_RWD
AWD,27.5,Gasoline,33724,26139.0,Audi,2018,2.0,4.0,automatic,6.0,turbo, A3 2.0T Premium,10.171183730899395,0,1,0,0,0,0,1,0,0,0
AWD,31.5,Diesel,39407,34600.0,Audi,2016,3.0,6.0,automatic,8.0,turbo, A6 3.0T TDI Prestige,10.451608961045816,0,1,0,0,0,0,0,0,0,0
AWD,19.5,Hybrid,26800,65903.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, Q8 3.0T Premium,11.09593924297492,0,1,0,0,0,0,0,1,0,0
AWD,21.5,Gasoline,30362,43950.0,Audi,2018,3.0,6.0,automatic,8.0,turbo, SQ5 3.0T Premium Plus,10.690807903113322,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,48755,48500.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Prestige,10.789319076925574,1,0,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,59151,44704.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.707818262056689,1,0,0,0,0,0,1,0,0,0
AWD,27.5,Gasoline,42595,25739.0,Audi,2018,2.0,4.0,automatic,6.0,turbo, A3 2.0T Premium,10.155762630356586,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,45387,38489.0,Audi,2017,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.55812776516606,1,0,0,0,0,0,1,0,0,0
AWD,29.0,Gasoline,10691,39990.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A5 2.0T Premium Plus,10.596384701840863,0,1,0,0,0,0,1,0,0,0
AWD,19.5,Gasoline,25011,72901.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, Q8 3.0T Premium,11.196857635323791,0,1,0,0,0,0,1,0,0,0
AWD,19.5,Gasoline,18691,75977.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, Q8 3.0T Premium,11.238185941887345,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,76954,26517.0,Audi,2016,3.0,6.0,automatic,8.0,supercharged, Q5 3.0T Premium Plus,10.185541315729058,1,0,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,49982,43865.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.688872014562484,1,0,0,0,0,0,1,0,0,0
AWD,21.0,Gasoline,51499,36900.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q7 2.0T Premium Plus,10.51596683002862,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,62653,37900.0,Audi,2017,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.542706391070515,1,0,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,23539,36399.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Tech Premium,10.502296580719984,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,69979,35980.0,Audi,2016,3.0,6.0,automatic,8.0,supercharged, A7 3.0T Premium Plus,10.490718507504525,1,0,0,0,0,0,1,0,0,0
AWD,19.0,Gasoline,132341,18864.0,Audi,2014,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T S line Prestige,9.845010622777153,1,0,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,16729,34988.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Premium Plus,10.462760424539743,0,1,0,0,0,0,1,0,0,0
AWD,26.5,Gasoline,109869,5590.0,Audi,2007,2.0,4.0,manual,6.0,turbo, A4 2.0T,8.628734566149145,0,1,1,0,0,0,1,0,0,0
AWD,25.0,Gasoline,67919,36595.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Tech Premium,10.507666898035328,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,89355,34900.0,Audi,2017,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.46024210819052,1,0,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,18814,43952.0,Audi,2019,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Premium Plus,10.690853408335055,0,1,0,0,0,0,1,0,0,0
AWD,23.0,Gasoline,119370,18732.0,Audi,2012,4.2,8.0,automatic,8.0,none, A8 4.2 quattro,9.837988570303432,0,0,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,16648,47900.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.776870783399009,1,0,0,0,0,0,1,0,0,0
AWD,20.22256097560976,Gasoline,30705,79982.0,Audi,2017,4.0,8.0,automatic,8.0,turbo, RS 7 4.0T Performance Prestige,11.28955688833972,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,36802,49900.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Prestige,10.81777628173961,1,0,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,15109,65998.0,Audi,2018,2.9,6.0,automatic,8.0,turbo, RS 5 2.9T,11.097379717519113,0,1,0,0,0,0,1,0,0,0
AWD,19.0,Gasoline,10675,72998.0,Audi,2020,3.0,6.0,automatic,8.0,turbo, Q8 55 Premium,11.198187322494942,0,1,0,0,0,0,1,0,0,0
AWD,20.5,Gasoline,13771,74994.0,Audi,2021,3.0,6.0,automatic,8.0,turbo, Q8 55 Premium,11.225163389318276,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,4111,46500.0,Audi,2020,2.0,4.0,automatic,7.0,turbo, Q5 45 Premium Plus,10.747207591575448,0,1,0,0,0,0,1,0,0,0
AWD,20.5,Gasoline,72825,19000.0,Audi,2012,3.2,6.0,automatic,6.0,none, Q5 3.2 Premium Plus,9.852194258148575,0,0,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,25466,65869.0,Audi,2018,2.9,6.0,automatic,8.0,turbo, RS 5 2.9T,11.095423200101555,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,34498,41900.0,Audi,2018,2.0,4.0,automatic,8.0,turbo, Q7 2.0T Premium Plus,10.643041105910228,0,1,0,0,0,0,1,0,0,0
AWD,15.0,Gasoline,23706,41995.0,Audi,2018,3.0,6.0,automatic,8.0,turbo, S5 Premium Plus,10.645305842559727,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,46539,35700.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Premium Plus,10.48290596776773,0,1,0,0,0,0,1,0,0,0
AWD,25.5,Gasoline,49779,45503.0,Audi,2018,3.0,6.0,automatic,8.0,turbo, S5 3.0T Prestige,10.72553353683142,0,1,0,0,0,0,1,0,0,0
AWD,20.5,Gasoline,69494,17650.0,Audi,2012,3.2,6.0,automatic,6.0,none, Q5 3.2 Premium Plus,9.778491062361445,0,0,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,83667,34550.0,Audi,2017,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.450162829195817,1,0,0,0,0,0,1,0,0,0
AWD,21.5,Gasoline,62804,49998.0,Audi,2014,4.0,8.0,automatic,8.0,turbo, RS 7 4.0T Prestige,10.819738283610262,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,23125,37999.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Tech Premium,10.545315122572784,0,1,0,0,0,0,1,0,0,0
AWD,29.0,Gasoline,16490,31990.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.373178632943564,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,62330,26900.0,Audi,2014,3.0,6.0,automatic,7.0,supercharged, S5 3.0T Prestige quattro,10.19988156558993,1,0,0,0,0,0,1,0,0,0
AWD,19.0,Gasoline,85254,23774.0,Audi,2015,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.07634782554057,1,0,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,65952,19805.0,Audi,2013,2.0,4.0,automatic,8.0,turbo, A6 2.0T Premium Plus,9.893689710056018,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,64366,30999.0,Audi,2015,3.0,6.0,automatic,7.0,supercharged, S5 3.0T Premium Plus,10.341710224882464,1,0,0,0,0,0,1,0,0,0
AWD,19.5,Gasoline,14741,59329.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, Q8 3.0T Premium,10.990853504231156,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,45648,49493.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Prestige,10.809586524415446,1,0,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,70906,25800.0,Audi,2016,3.0,6.0,automatic,8.0,supercharged, A6 3.0T Premium Plus,10.158129770909708,1,0,0,0,0,0,1,0,0,0
AWD,20.5,Gasoline,69440,17750.0,Audi,2012,3.2,6.0,automatic,6.0,none, Q5 3.2 Premium Plus,9.784140794903562,0,0,0,0,0,0,1,0,0,0
AWD,25.5,Gasoline,15329,44498.0,Audi,2020,2.0,4.0,automatic,7.0,turbo, S3 2.0T Premium Plus,10.703199523324104,0,1,0,0,0,0,1,0,0,0
AWD,29.0,Gasoline,49514,26599.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.188628900078156,0,1,0,0,0,0,1,0,0,0
FWD,28.0,Gasoline,98464,13995.0,Audi,2014,2.0,4.0,automatic,8.0,turbo, A4 2.0T Premium Plus,9.546455401949554,0,1,0,0,0,0,1,0,1,0
AWD,17.0,Gasoline,36408,34895.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A5 Premium Plus,10.460098831451251,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,47803,52980.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Prestige,10.87766976282606,1,0,0,0,0,0,1,0,0,0
AWD,18.0,Gasoline,14522,168500.0,Audi,2017,5.2,10.0,automatic,7.0,none, R8 5.2 V10 plus,12.034691028774551,0,0,0,0,0,0,1,0,0,0
AWD,77.5,Electric,11493,64030.0,Audi,2021,0.0,0.0,automatic,1.0,none, e-tron Premium,11.067107002512849,0,0,0,0,0,1,0,0,0,0
AWD,21.5,Gasoline,6247,80000.0,Audi,2019,2.9,6.0,automatic,8.0,turbo, RS 5 2.9T,11.289781913656018,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,21261,48500.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.789319076925574,1,0,0,0,0,0,1,0,0,0
AWD,23.5,Gasoline,141023,9991.0,Audi,2012,3.0,6.0,automatic,8.0,supercharged, A6 3.0T Premium Plus quattro,9.20943996673302,1,0,0,0,0,0,1,0,0,0
AWD,19.5,Gasoline,5754,65962.0,Audi,2019,3.0,6.0,automatic,8.0,none, Q8 3.0T Prestige,11.096834097620764,0,0,0,0,0,0,1,0,0,0
AWD,27.5,Gasoline,56420,23500.0,Audi,2017,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.06475570013225,0,1,0,0,0,0,1,0,0,0
AWD,24.0,Gasoline,6921,39980.0,Audi,2021,2.0,4.0,automatic,8.0,turbo, Q3 45 S line Premium,10.596134608054392,0,1,0,0,0,0,1,0,0,0
AWD,21.5,Gasoline,17788,79911.0,Audi,2019,2.9,6.0,automatic,8.0,turbo, RS 5 2.9T,11.288668794368546,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,29514,68995.0,Audi,2018,2.9,6.0,automatic,8.0,none, RS 5 2.9T,11.141789317185657,0,0,0,0,0,0,1,0,0,0
AWD,27.5,Gasoline,9431,43351.0,Audi,2021,2.0,4.0,automatic,7.0,none, A4 40 Premium Plus,10.677085049993376,0,0,0,0,0,0,1,0,0,0
AWD,23.5,Gasoline,58385,25750.0,Audi,2017,2.0,4.0,automatic,8.0,turbo, Q5 2.0T Premium,10.156189906091882,0,1,0,0,0,0,1,0,0,0
AWD,21.0,Gasoline,13722,53313.0,Audi,2020,2.0,4.0,automatic,8.0,turbo, Q7 45 Premium Plus,10.883935482853596,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,45455,48995.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Prestige,10.79947353106992,1,0,0,0,0,0,1,0,0,0
FWD,32.0,Gasoline,15216,30459.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.324136795969332,0,1,0,0,0,0,1,0,1,0
AWD,22.0,Gasoline,33675,54999.0,Audi,2017,4.0,8.0,automatic,7.0,turbo, S7 4.0T Premium Plus,10.915070282231136,0,1,0,0,0,0,1,0,0,0
AWD,25.5,Gasoline,7308,46498.0,Audi,2020,2.0,4.0,automatic,7.0,turbo, S3 2.0T Premium Plus,10.74716457989777,0,1,0,0,0,0,1,0,0,0
AWD,20.0,Gasoline,28587,55987.0,Audi,2018,4.0,8.0,automatic,7.0,turbo, S6 4.0T Premium Plus,10.93287479991082,0,1,0,0,0,0,1,0,0,0
AWD,29.0,Gasoline,34211,33982.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A5 2.0T Premium,10.433586251645703,0,1,0,0,0,0,1,0,0,0
AWD,24.0,Gasoline,57389,24999.0,Audi,2016,2.0,4.0,automatic,8.0,turbo, Q5 2.0T Premium Plus,10.126591103050316,0,1,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,82218,19000.0,Audi,2015,2.0,4.0,automatic,8.0,turbo, A6 2.0T Premium quattro,9.852194258148575,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,76376,34662.0,Audi,2018,2.0,4.0,automatic,8.0,turbo, Q7 2.0T Premium Plus,10.45339926500932,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,27985,43995.0,Audi,2017,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.69183127007966,1,0,0,0,0,0,1,0,0,0
AWD,23.5,Gasoline,10286,63000.0,Audi,2019,2.5,5.0,automatic,7.0,turbo, RS 3 2.5T,11.05089000537367,0,1,0,0,0,0,1,0,0,0
AWD,21.5,Gasoline,17493,75989.0,Audi,2019,2.9,6.0,automatic,8.0,turbo, RS 5 2.9T,11.238343871950976,0,1,0,0,0,0,1,0,0,0
AWD,19.5,Gasoline,14850,62250.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, Q8 3.0T Premium,11.038913814326952,0,1,0,0,0,0,1,0,0,0
AWD,29.0,Gasoline,25633,32955.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.40289827348682,0,1,0,0,0,0,1,0,0,0
AWD,27.5,Gasoline,51960,23990.0,Audi,2017,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.08539235583374,0,1,0,0,0,0,1,0,0,0
AWD,25.5,Gasoline,19324,40995.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, S4 3.0T Premium Plus,10.621205387030278,0,1,0,0,0,0,1,0,0,0
AWD,20.5,Gasoline,16184,83900.0,Audi,2021,3.0,6.0,automatic,8.0,turbo, Q8 55 Premium,11.337380892455297,0,1,0,0,0,0,1,0,0,0
AWD,21.5,Gasoline,150150,3995.0,Audi,2007,4.2,8.0,automatic,6.0,none, A8 L 4.2 quattro,8.292798858200374,0,0,0,0,0,0,1,0,0,0
AWD,77.0,Electric,10088,69000.0,Audi,2020,0.0,0.0,automatic,1.0,none, e-tron Premium Plus,11.141861783579396,0,0,0,0,0,1,0,0,0,0
AWD,22.0,Gasoline,75953,34998.0,Audi,2017,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.463046195981692,1,0,0,0,0,0,1,0,0,0
AWD,23.0,Gasoline,85426,24775.0,Audi,2014,3.0,6.0,automatic,7.0,supercharged, S5 3.0T Premium Plus quattro,10.11759035919819,1,0,0,0,0,0,1,0,0,0
AWD,29.0,Gasoline,14196,35999.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A5 2.0T Premium Plus,10.49124643927466,0,1,0,0,0,0,1,0,0,0
AWD,20.5,Gasoline,75970,35600.0,Audi,2013,4.0,8.0,automatic,8.0,turbo, S8 4.0T quattro,10.480100916840122,0,1,0,0,0,0,1,0,0,0
FWD,30.5,Gasoline,27810,27499.0,Audi,2019,2.0,4.0,automatic,7.0,turbo, A3 2.0T Premium,10.221904919357126,0,1,0,0,0,0,1,0,1,0
AWD,22.0,Gasoline,33310,55999.0,Audi,2019,3.0,6.0,automatic,8.0,supercharged, Q7 55 Prestige,10.933089112414988,1,0,0,0,0,0,1,0,0,0
AWD,19.5,Gasoline,39982,62905.0,Audi,2019,3.0,6.0,automatic,8.0,none, Q8 3.0T Premium,11.049380930785231,0,0,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,33971,43995.0,Audi,2017,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.69183127007966,1,0,0,0,0,0,1,0,0,0
AWD,15.5,Gasoline,130138,11300.0,Audi,2009,4.2,8.0,automatic,6.0,none, Q7 4.2 Prestige,9.332558004700433,0,0,0,0,0,0,1,0,0,0
AWD,19.5,Gasoline,41920,64991.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, Q8 3.0T Premium,11.082004077752629,0,1,0,0,0,0,1,0,0,0
AWD,21.5,Gasoline,33585,45500.0,Audi,2018,3.0,6.0,automatic,8.0,turbo, SQ5 3.0T Premium Plus,10.72546760493904,0,1,0,0,0,0,1,0,0,0
AWD,29.0,Gasoline,12694,35161.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.46769279280536,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,17599,69993.0,Audi,2018,2.9,6.0,automatic,8.0,turbo, RS 5 2.9T,11.156150516031165,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,74582,18921.0,Audi,2013,2.0,4.0,automatic,8.0,turbo, A6 2.0T Premium Plus,9.84802769533176,0,1,0,0,0,0,1,0,0,0
AWD,26.0,Gasoline,33233,38991.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A4 allroad 2.0T Premium,10.571086129249698,0,1,0,0,0,0,1,0,0,0
AWD,29.0,Gasoline,25000,27900.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.236381967809455,0,1,0,0,0,0,1,0,0,0
AWD,20.5,Gasoline,99315,15650.0,Audi,2012,3.2,6.0,automatic,6.0,none, Q5 3.2 Premium Plus,9.658226195968298,0,0,0,0,0,0,1,0,0,0
AWD,23.0,Gasoline,10396,68991.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, A8 L 55,11.141731340289432,0,1,0,0,0,0,1,0,0,0
AWD,21.5,Gasoline,24589,49699.0,Audi,2018,3.0,6.0,automatic,8.0,turbo, SQ5 3.0T Premium Plus,10.81374009115795,0,1,0,0,0,0,1,0,0,0
AWD,19.0,Gasoline,111918,21420.0,Audi,2015,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,9.97208034400174,1,0,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,23589,39999.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Tech Premium,10.596609732783568,0,1,0,0,0,0,1,0,0,0
FWD,32.0,Gasoline,19434,31480.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A4 2.0T ultra Premium,10.35710770253134,0,1,0,0,0,0,1,0,1,0
AWD,27.5,Gasoline,19422,26159.0,Audi,2018,2.0,4.0,automatic,6.0,turbo, A3 2.0T Premium,10.171948578540798,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,26424,71995.0,Audi,2018,2.9,6.0,automatic,8.0,turbo, RS 5 2.9T,11.184351951142371,0,1,0,0,0,0,1,0,0,0
AWD,25.5,Gasoline,24385,55587.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, S5 3.0T Premium Plus,10.925704639950524,0,1,0,0,0,0,1,0,0,0
AWD,28.0,Gasoline,23788,49880.0,Audi,2019,2.0,4.0,automatic,7.0,turbo, A6 45 Premium,10.817375399793972,0,1,0,0,0,0,1,0,0,0
AWD,19.0,Gasoline,82330,28497.0,Audi,2015,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T S line Prestige,10.257554097558293,1,0,0,0,0,0,1,0,0,0
AWD,21.5,Gasoline,80512,49981.0,Audi,2015,4.0,8.0,automatic,8.0,turbo, RS 7 4.0T Prestige,10.819398212191988,0,1,0,0,0,0,1,0,0,0
AWD,24.0,Gasoline,16428,39999.0,Audi,2021,2.0,4.0,automatic,8.0,turbo, Q3 45 S line Premium,10.596609732783568,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,27802,41427.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Tech Premium,10.63168812115346,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,81901,26880.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Premium,10.199137794637084,0,1,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,14714,46998.0,Audi,2019,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Prestige,10.757860326595294,0,1,0,0,0,0,1,0,0,0
AWD,23.5,Gasoline,49921,31991.0,Audi,2017,2.0,4.0,automatic,8.0,turbo, Q5 2.0T Premium,10.373209892223665,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,35827,36982.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Tech Premium,10.518186586766932,0,1,0,0,0,0,1,0,0,0
AWD,9.5,Gasoline,90006,14494.0,Audi,2010,3.6,6.0,automatic,6.0,none, Q7 3.6L Prestige,9.581490049669227,0,0,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,84372,24945.0,Audi,2016,3.0,6.0,automatic,8.0,supercharged, Q5 3.0T Premium Plus,10.124428680295138,1,0,0,0,0,0,1,0,0,0
AWD,20.22256097560976,Gasoline,34731,62995.0,Audi,2016,4.0,8.0,automatic,8.0,turbo, RS 7 PRESTIGE,11.05081063714473,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,19995,48757.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.794604055861562,1,0,0,0,0,0,1,0,0,0
AWD,19.0,Gasoline,47500,29988.0,Audi,2015,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.308552580622951,1,0,0,0,0,0,1,0,0,0
AWD,21.5,Gasoline,19701,45498.0,Audi,2018,3.0,6.0,automatic,8.0,turbo, SQ5 3.0T Premium Plus,10.72542364792899,0,1,0,0,0,0,1,0,0,0
AWD,15.5,Gasoline,40713,31997.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A6 2.0T Premium,10.373397427387058,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,59041,39632.0,Audi,2016,3.0,6.0,automatic,8.0,supercharged, A7 3.0T Premium Plus,10.58739215172914,1,0,0,0,0,0,1,0,0,0
AWD,21.5,Gasoline,37248,47977.0,Audi,2018,3.0,6.0,automatic,8.0,turbo, SQ5 3.0T Prestige,10.778477008386329,0,1,0,0,0,0,1,0,0,0
AWD,28.0,Gasoline,23548,50995.0,Audi,2020,2.0,4.0,automatic,7.0,turbo, A6 55 Premium Plus,10.839482867684618,0,1,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,19577,51564.0,Audi,2018,3.0,6.0,automatic,8.0,turbo, S5 3.0T Prestige,10.850579033562996,0,1,0,0,0,0,1,0,0,0
AWD,24.0,Gasoline,4744,43995.0,Audi,2021,2.0,4.0,automatic,8.0,turbo, Q3 45 S line Premium,10.69183127007966,0,1,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,11732,39995.0,Audi,2019,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Premium,10.596509725282925,0,1,0,0,0,0,1,0,0,0
FWD,30.5,Gasoline,18272,27749.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A3 2.0T Premium,10.230955082489231,0,1,0,0,0,0,1,0,1,0
AWD,22.0,Gasoline,74750,37988.0,Audi,2017,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.545025599362845,1,0,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,35928,36990.0,Audi,2017,2.0,4.0,automatic,6.0,turbo, S3 2.0T Premium Plus,10.5184028848265,0,1,0,0,0,0,1,0,0,0
AWD,23.0,Gasoline,75021,23995.0,Audi,2013,3.0,6.0,automatic,7.0,supercharged, S4 3.0T Prestige,10.085600754292344,1,0,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,19290,42790.0,Audi,2019,2.0,4.0,automatic,7.0,turbo, Q5 2.0T Premium Plus,10.664059709410862,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,15544,53998.0,Audi,2019,2.0,4.0,automatic,8.0,turbo, Q7 45 Premium Plus,10.896702287823487,0,1,0,0,0,0,1,0,0,0
AWD,29.0,Gasoline,13559,38991.0,Audi,2018,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.571086129249698,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,50641,48924.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Prestige,10.798023352607254,1,0,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,26568,25900.0,Audi,2015,2.0,4.0,automatic,8.0,turbo, A6 2.0T Premium Plus,10.16199824768763,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,60102,41590.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Premium Plus,10.635615032736958,1,0,0,0,0,0,1,0,0,0
AWD,22.5,Gasoline,81522,21995.0,Audi,2014,3.0,6.0,automatic,8.0,supercharged, A6 3.0T Prestige quattro,9.99857043378282,1,0,0,0,0,0,1,0,0,0
AWD,24.5,Gasoline,68909,17595.0,Audi,2014,2.0,4.0,automatic,8.0,turbo, A4 2.0T Premium Plus quattro,9.775370049755686,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,39388,43750.0,Audi,2018,2.0,4.0,automatic,8.0,turbo, Q7 2.0T Premium Plus,10.68624689178576,0,1,0,0,0,0,1,0,0,0
AWD,27.5,Gasoline,75025,26579.0,Audi,2017,2.0,4.0,automatic,7.0,turbo, A4 2.0T Premium Plus,10.187876709287115,0,1,0,0,0,0,1,0,0,0
AWD,22.0,Gasoline,30266,52990.0,Audi,2018,3.0,6.0,automatic,8.0,supercharged, Q7 3.0T Prestige,10.877858495486809,1,0,0,0,0,0,1,0,0,0
AWD,25.5,Gasoline,17298,50899.0,Audi,2018,3.0,6.0,automatic,8.0,turbo, S5 3.0T Premium Plus,10.8375985559802,0,1,0,0,0,0,1,0,0,0
AWD,19.5,Hybrid,35441,64499.0,Audi,2019,3.0,6.0,automatic,8.0,turbo, Q8 3.0T Premium Plus,11.074404998787708,0,1,0,0,0,0,0,1,0,0
AWD,22.0,Gasoline,81255,28990.0,Audi,2013,4.0,8.0,automatic,7.0,turbo, S7 4.0T Prestige,10.274706221915702,0,1,0,0,0,0,1,0,0,0
AWD,25.0,Gasoline,115774,29995.0,Audi,2016,3.0,6.0,automatic,8.0,supercharged, A7 3.0T Premium Plus,10.308785980087194,1,0,0,0,0,0,1,0,0,0
